# g dg/dPsi( Psi ) = 1.657582726111992e-01 * Psi^2, for the freegs4e limited tokamak.
#
# BUILT FROM H_limited_circular.npz, WHICH IS NOT THE GRID examples/limited-tokamak-ggprime.dat
# CAME FROM, and the two are 6.03% apart in amplitude rather than the 0.22%
# the span would explain.  freegs4e's profile amplitudes are an OUTPUT of its
# control system, like its coil currents, so they converge in the grid: p on
# the axis is 46791.95 Pa at 129^2 and 43969.09 Pa at 513^2.  MEQ does not
# care -- the profile scale is an unknown that [source] PlasmaCurrent closes,
# and one common factor on both tables is absorbed exactly -- but DESC, NICE
# and anything else handed ABSOLUTE profiles does.
# tools/freegs4e-benchmark/make_freeb_profiles.py writes this pair.
#
# THE ABSCISSA IS Psi AND SO IS THE DERIVATIVE, WHICH IS THE HALF THAT COSTS
# A FACTOR OF THE SPAN.  meq::NormalisedMHDSource::f evaluates
#     F = scale * ( mu0 r^2 pprime( Psi ) + ggprime( Psi ) ) / span
# so what a table holds is d/dPsi, not d/dpsi.  freegs4e's saved arrays are
# d/dpsi -- its own docstring says otherwise and is wrong, which is the trap
# tools/freegs4e-benchmark/README.md records -- so converting them means
# MULTIPLYING by the span, here 6.686290e-02 = psi_ax - psi_bnd of the reference.
#
# freegs4e's psi_n runs the other way, psi_n = 1 - Psi, so its shape
# ( 1 - psi_n^1 )^2 is Psi^2 here.  j = 2, which meets FB-4's precondition.
# The shape is asserted against the reference's own array to 3.6e-16 before this
# file is written, so it is the reference's profile and not a model of it.
#
# THE RANGE REACHES OUTSIDE [ 0, 1 ] ON PURPOSE.  Psi is the solved
# normalisation, so a Newton iterate leaves the physical interval freely and
# meq::SplineProfile must find data where it is asked rather than extrapolate.
#
#   Psi            f( Psi )   [T^2 m^2]        f'( Psi )
   -0.300000   1.491824453500793e-02   -9.945496356671951e-02
   -0.275000   1.253546936622194e-02   -9.116704993615954e-02
   -0.250000   1.035989203819995e-02   -8.287913630559959e-02
   -0.225000   8.391512550941957e-03   -7.459122267503962e-02
   -0.200000   6.630330904447966e-03   -6.630330904447967e-02
   -0.175000   5.076347098717974e-03   -5.801539541391971e-02
   -0.150000   3.729561133751980e-03   -4.972748178335974e-02
   -0.125000   2.589973009549986e-03   -4.143956815279979e-02
   -0.100000   1.657582726111991e-03   -3.315165452223983e-02
   -0.075000   9.323902834379949e-04   -2.486374089167987e-02
   -0.050000   4.143956815279977e-04   -1.657582726111992e-02
   -0.025000   1.035989203819992e-04   -8.287913630559949e-03
    0.000000   5.107821132028978e-34   1.840286507750468e-17
    0.025000   1.035989203819997e-04   8.287913630559966e-03
    0.050000   4.143956815279987e-04   1.657582726111993e-02
    0.075000   9.323902834379957e-04   2.486374089167988e-02
    0.100000   1.657582726111993e-03   3.315165452223985e-02
    0.125000   2.589973009549989e-03   4.143956815279982e-02
    0.150000   3.729561133751983e-03   4.972748178335976e-02
    0.175000   5.076347098717978e-03   5.801539541391973e-02
    0.200000   6.630330904447969e-03   6.630330904447967e-02
    0.225000   8.391512550941962e-03   7.459122267503965e-02
    0.250000   1.035989203819995e-02   8.287913630559961e-02
    0.275000   1.253546936622195e-02   9.116704993615958e-02
    0.300000   1.491824453500794e-02   9.945496356671954e-02
    0.325000   1.750821754455792e-02   1.077428771972795e-01
    0.350000   2.030538839487190e-02   1.160307908278394e-01
    0.375000   2.330975708594989e-02   1.243187044583994e-01
    0.400000   2.652132361779188e-02   1.326066180889594e-01
    0.425000   2.994008799039787e-02   1.408945317195194e-01
    0.450000   3.356605020376784e-02   1.491824453500793e-01
    0.475000   3.739921025790182e-02   1.574703589806392e-01
    0.500000   4.143956815279980e-02   1.657582726111992e-01
    0.525000   4.568712388846179e-02   1.740461862417592e-01
    0.550000   5.014187746488776e-02   1.823340998723191e-01
    0.575000   5.480382888207772e-02   1.906220135028791e-01
    0.600000   5.967297814003172e-02   1.989099271334391e-01
    0.625000   6.474932523874968e-02   2.071978407639990e-01
    0.650000   7.003287017823168e-02   2.154857543945590e-01
    0.675000   7.552361295847763e-02   2.237736680251189e-01
    0.700000   8.122155357948758e-02   2.320615816556788e-01
    0.725000   8.712669204126160e-02   2.403494952862389e-01
    0.750000   9.323902834379955e-02   2.486374089167988e-01
    0.775000   9.955856248710149e-02   2.569253225473587e-01
    0.800000   1.060852944711675e-01   2.652132361779187e-01
    0.825000   1.128192242959974e-01   2.735011498084786e-01
    0.850000   1.197603519615914e-01   2.817890634390386e-01
    0.875000   1.269086774679494e-01   2.900769770695986e-01
    0.900000   1.342642008150714e-01   2.983648907001586e-01
    0.925000   1.418269220029573e-01   3.066528043307185e-01
    0.950000   1.495968410316073e-01   3.149407179612784e-01
    0.975000   1.575739579010212e-01   3.232286315918385e-01
    1.000000   1.657582726111992e-01   3.315165452223984e-01
    1.025000   1.741497851621412e-01   3.398044588529584e-01
    1.050000   1.827484955538471e-01   3.480923724835183e-01
    1.075000   1.915544037863171e-01   3.563802861140782e-01
    1.100000   2.005675098595510e-01   3.646681997446383e-01
    1.125000   2.097878137735490e-01   3.729561133751982e-01
    1.150000   2.192153155283110e-01   3.812440270057582e-01
    1.175000   2.288500151238369e-01   3.895319406363181e-01
    1.200000   2.386919125601268e-01   3.978198542668780e-01
    1.225000   2.487410078371808e-01   4.061077678974380e-01
    1.250000   2.589973009549987e-01   4.143956815279980e-01
    1.275000   2.694607919135807e-01   4.226835951585580e-01
    1.300000   2.801314807129267e-01   4.309715087891179e-01
    1.325000   2.910093673530366e-01   4.392594224196778e-01
